1182	Sao Jose dos Pinhais	28
1183	Sao Lourenco do Sul	28
1184	Sao Luis	28
1185	Sao Luiz Gonzaga	28
1186	Sao Mateus	28
1187	Sao Paulo	28
1188	Sena Madureira	28
1189	Senhor do Bonfim	28
1190	Serrinha	28
1191	Sete Lagoas	28
1192	Sinop	28
1193	Sobral	28
1194	Sorocaba	28
1195	Tatui	28
1196	Taua	28
1197	Taubate	28
1198	Tefe	28
1199	Telemaco Borba	28
1200	Teofilo Otoni	28
1201	Teresina	28
1202	Timbauba	28
1203	Timon	28
1204	Tocantinopolis	28
1205	Tonantins	28
1206	Tres Lagoas	28
1207	Trindade	28
1208	Tubarao	28
1209	Tucano	28
1210	Tucurui	28
1211	Tupa	28
1212	Uba	28
1213	Ubaitaba	28
1214	Uberaba	28
1215	Uberlandia	28
1216	Uruguaiana	28
1217	Vacaria	28
1218	Valenca	28
1219	Varzea Grande	28
1220	Viana	28
1221	Vila Velha	28
1222	Vila Velha	28
1223	Vilhena	28
1224	Viseu	28
1225	Vitoria	28
1226	Vitoria da Conquista	28
1227	Volta Redonda	28
1228	Xapeco	28
1229	Xinguara	28
1230	Xique-Xique	28
1231	Bandar Seri Begawan	29
1232	Blagoevgrad	30
1233	Burgas	30
1234	Dobrich	30
1235	Gabrovo	30
1236	Kardzhali	30
1237	Khaskovo	30
1238	Kyustendil	30
1239	Lovec	30
1240	Montana	30
1241	Pazardzhik	30
1242	Pernik	30
1243	Pleven	30
1244	Plovdiv	30
1245	Razgrad	30
1246	Ruse	30
1247	Shumen	30
1248	Silistra	30
1249	Sliven	30
1250	Smolyan	30
1251	Sofia	30
1252	Stara Zagora	30
1253	Targovishte	30
1254	Turnovo	30
1255	Varna	30
1256	Vidin	30
1257	Vratsa	30
1258	Yambol	30
1259	Banfora	31
1260	Bobo Dioulasso	31
1261	Bogande	31
1262	Boulsa	31
1263	Dedougou	31
1264	Diapaga	31
1265	Diebougou	31
1266	Djibo	31
1267	Dori	31
1268	Fada Ngourma	31
1269	Gaoua	31
1270	Gaoua	31
1271	Gorom Gorom	31
1272	Kaya	31
1273	Kombissiri	31
1274	Koudougou	31
1275	Koupela	31
1276	Leo	31
1277	Manga	31
1278	Nouna	31
1279	Orodara	31
1280	Ouagadougou	31
1281	Ouahigouya	31
1282	Po	31
1283	Reo	31
1284	Sapouy	31
1285	Sebba	31
1286	Solenzo	31
1287	Tenkodogo	31
1288	Tougan	31
1289	Yako	31
1290	Ziniare	31
1291	Zorgo	31
1292	Allanmyo	32
1293	Bago	32
1294	Chauk	32
1295	Dawei	32
1296	Hakha	32
1297	Hinthada	32
1298	Kyaukphyu	32
1299	Labutta	32
1300	Letpadan	32
1301	Loikaw	32
1302	Magway	32
1303	Mandalay	32
1304	Mawlamyine	32
1305	Monywa	32
1306	Mudon	32
1307	Myeik	32
1308	Myingyan	32
1309	Myitkyina	32
1310	Namtu	32
1311	Naypyidaw	32
1312	Pa-an	32
1313	Pakokku	32
1314	Pathein	32
1315	Phyarpon	32
1316	Pyay	32
1317	Pyu	32
1318	Rangoon	32
1319	Sagaing	32
1320	Shwebo	32
1321	Sittwe	32
1322	Taunggyi	32
1323	Taungoo	32
1324	Thongwa	32
1325	Wakema	32
